Symbol,Name,LastSale,IPOyear,Country,Sector,industry,Exchange
SMMT,Summit Therapeutics plc,13.78,2015,United Kingdom,Health Care,Major Pharmaceuticals,Nasdaq
SMP,"Standard Motor Products, Inc.",46.62,N/A,USA,Capital Goods,Auto Parts:O.E.M.,NYSE
SMPL,The Simply Good Foods Company,14.25,N/A,USA,Consumer Non-Durables,Packaged Foods,Nasdaq
SMPLW,The Simply Good Foods Company,3.94,N/A,USA,Consumer Non-Durables,Packaged Foods,Nasdaq
SMRT,"Stein Mart, Inc.",1.125,1992,USA,Consumer Services,Clothing/Shoe/Accessory Stores,Nasdaq
SMSI,"Smith Micro Software, Inc.",2.68,1995,USA,Technology,Computer Software,Nasdaq
SMTC,Semtech Corporation,36.25,N/A,USA,Technology,Semiconductors,Nasdaq
SMTS,Sierra Metals Inc.,2.59,N/A,n/a,Basic Industries,Precious Metals,AMEX
SMTX,SMTC Corporation,2.0937,2000,Canada,Technology,Electrical Products,Nasdaq
SN,Sanchez Energy Corporation,5.47,2011,USA,Energy,Oil & Gas Production,NYSE
SNA,Snap-On Incorporated,181.03,N/A,USA,Capital Goods,Industrial Machinery/Components,NYSE
SNAP,Snap Inc.,13.71,2017,USA,Technology,Computer Software,NYSE
SNBC,"Sun Bancorp, Inc.",25,N/A,USA,Finance,Commercial Banks,Nasdaq
SNBR,Sleep Number Corporation,39.7,N/A,USA,Consumer Durables,Home Furnishings,Nasdaq
SNCR,"Synchronoss Technologies, Inc.",8.14,2006,USA,Technology,EDP Services,Nasdaq
SND,"Smart Sand, Inc.",9.87,2016,USA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Nasdaq
SNDE,Sundance Energy Australia Limited,8.12,N/A,USA,Energy,Oil & Gas Production,Nasdaq
SNDR,"Schneider National, Inc.",28.9,2017,USA,Transportation,Trucking Freight/Courier Services,NYSE
SNDX,"Syndax Pharmaceuticals, Inc.",10.58,2016,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNE,Sony Corp Ord,48.4,N/A,Japan,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
SNES,"SenesTech, Inc.",0.7738,2016,USA,Basic Industries,Agricultural Chemicals,Nasdaq
SNFCA,Security National Financial Corporation,4.5753,N/A,USA,Finance,Finance: Consumer Services,Nasdaq
SNGX,"Soligenix, Inc.",2.18,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNGXW,"Soligenix, Inc.",0.65,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNH,Senior Housing Properties Trust,18.1,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SNHNI,Senior Housing Properties Trust,24.98,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SNHNL,Senior Housing Properties Trust,26.25,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SNHY,Sun Hydraulics Corporation,70.26,1997,USA,Capital Goods,Metal Fabrications,Nasdaq
SNI,"Scripps Networks Interactive, Inc",88.32,N/A,USA,Consumer Services,Television Services,Nasdaq
SNLN,Highland/iBoxx Senior Loan ETF,18.32,N/A,USA,N/A,N/A,Nasdaq
SNMP,Sanchez Midstream Partners LP,12.9,N/A,USA,Energy,Oil & Gas Production,AMEX
SNMX,"Senomyx, Inc.",1.25,2004,USA,Health Care,Biotechnology,Nasdaq
SNN,"Smith & Nephew SNATS, Inc.",37.2,N/A,United Kingdom,Health Care,Industrial Specialties,NYSE
SNNA,"Sienna Biopharmaceuticals, Inc.",18,2017,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNOA,"Sonoma Pharmaceuticals, Inc.",5.3745,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.4799,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNP,China Petroleum & Chemical Corporation,89.03,N/A,China,Energy,Integrated oil Companies,NYSE
SNPS,"Synopsys, Inc.",91.91,1992,USA,Technology,Computer Software,Nasdaq
SNR,New Senior Investment Group Inc.,7.63,2014,USA,Consumer Services,Real Estate Investment Trusts,NYSE
SNSR,Global X Internet of Things ETF,20.61,N/A,USA,N/A,N/A,Nasdaq
SNSS,"Sunesis Pharmaceuticals, Inc.",4.49,2005,USA,Health Care,Major Pharmaceuticals,Nasdaq
SNV,Synovus Financial Corp.,51.21,N/A,USA,Finance,Major Banks,NYSE
SNV^C,Synovus Financial Corp.,25.89,N/A,USA,N/A,N/A,NYSE
SNX,Synnex Corporation,123.35,2003,USA,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
SNY,Sanofi,44.99,N/A,France,Health Care,Major Pharmaceuticals,NYSE
SO,Southern Company (The),44.62,N/A,USA,Public Utilities,Electric Utilities: Central,NYSE
SOCL,Global X Social Media ETF,35.49,N/A,USA,N/A,N/A,Nasdaq
SODA,SodaStream International Ltd.,76.2,2010,Israel,Consumer Durables,Consumer Electronics/Appliances,Nasdaq
SOFO,"Sonic Foundry, Inc.",2.35,N/A,USA,Technology,Radio & TV Broadcasting And Comm. Equipment,Nasdaq
SOGO,Sogou Inc.,11.53,2017,n/a,Technology,EDP Services,NYSE
SOHO,Sotherly Hotels Inc.,6.22,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SOHOB,Sotherly Hotels Inc.,25.719,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SOHOO,Sotherly Hotels Inc.,25.0999,N/A,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
SOHU,Sohu.com Inc.,44.88,N/A,China,Technology,EDP Services,Nasdaq
SOI,"Solaris Oilfield Infrastructure, Inc.",20.41,2017,USA,Energy,Metal Fabrications,NYSE
SOJA,Southern Company (The),26.15,2015,USA,Public Utilities,Electric Utilities: Central,NYSE
SOJB,Southern Company (The),24.47,2016,USA,Public Utilities,Electric Utilities: Central,NYSE
SOJC,Southern Company (The),24.18,2017,USA,Public Utilities,Electric Utilities: Central,NYSE
SOL,Renesola Ltd.,2.79,2008,China,Technology,Semiconductors,NYSE
SON,Sonoco Products Company,55.3,N/A,USA,Consumer Durables,Containers/Packaging,NYSE
SONA,"Southern National Bancorp of Virginia, Inc.",16.28,N/A,USA,Finance,Major Banks,Nasdaq
SONC,Sonic Corp.,26.68,1991,USA,Consumer Services,Restaurants,Nasdaq
SOR,"Source Capital, Inc.",42.37,N/A,USA,N/A,N/A,NYSE
SORL,"SORL Auto Parts, Inc.",6.3,N/A,China,Capital Goods,Auto Parts:O.E.M.,Nasdaq
SOV^C,"Santander Holdings USA, Inc.",25.97,N/A,USA,N/A,N/A,NYSE
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,181.17,N/A,USA,N/A,N/A,Nasdaq
SP,SP Plus Corporation,40.4,N/A,USA,Consumer Services,Rental/Leasing Companies,Nasdaq
SPA,Sparton Corporation,23.13,N/A,USA,Technology,Electrical Products,NYSE
SPAR,"Spartan Motors, Inc.",14.25,N/A,USA,Capital Goods,Auto Manufacturing,Nasdaq
SPB           ,"Spectrum Brands Holdings, Inc.",123.72,N/A,USA,Miscellaneous,Industrial Machinery/Components,NYSE
SPCB,"SuperCom, Ltd.",3.23,N/A,Israel,Technology,Semiconductors,Nasdaq
SPE,Special Opportunities Fund Inc.,15.6753,N/A,USA,N/A,N/A,NYSE
SPE^B,Special Opportunities Fund Inc.,26,N/A,USA,N/A,N/A,NYSE
SPEX,Spherix Incorporated,1.391,N/A,USA,Miscellaneous,Multi-Sector Companies,Nasdaq
SPG,"Simon Property Group, Inc.",164.2,N/A,USA,Consumer Services,Real Estate Investment Trusts,NYSE
SPG^J,"Simon Property Group, Inc.",71.876,N/A,USA,N/A,N/A,NYSE
SPGI,S&P Global Inc.,181.89,N/A,USA,Finance,Finance: Consumer Services,NYSE
SPH,"Suburban Propane Partners, L.P.",25.12,1996,USA,Consumer Services,Other Specialty Stores,NYSE
SPHS,"Sophiris Bio, Inc.",2.265,2013,USA,N/A,N/A,Nasdaq
SPI,"SPI Energy Co., Ltd.",1.03,N/A,China,Technology,Semiconductors,Nasdaq
SPIL,"Siliconware Precision Industries Company, Ltd.",8.58,N/A,Taiwan,Technology,Semiconductors,Nasdaq
SPKE,"Spark Energy, Inc.",11.3,2014,USA,Public Utilities,Power Generation,Nasdaq
SPKEP,"Spark Energy, Inc.",24.87,N/A,USA,Public Utilities,Power Generation,Nasdaq
SPLK,Splunk Inc.,91.85,2012,USA,Technology,Computer Software,Nasdaq
SPLP,Steel Partners Holdings LP,20.5,N/A,USA,Capital Goods,Industrial Specialties,NYSE
SPLP^A,Steel Partners Holdings LP,21.0992,N/A,USA,N/A,N/A,NYSE
SPN,"Superior Energy Services, Inc.",11.16,N/A,USA,Energy,Oilfield Services/Equipment,NYSE
SPNE,SeaSpine Holdings Corporation,11.04,N/A,USA,Health Care,Medical/Dental Instruments,Nasdaq
SPNS,Sapiens International Corporation N.V.,11.45,1992,Curacao,Technology,Computer Software,Nasdaq
SPOK,"Spok Holdings, Inc.",15.35,N/A,USA,Public Utilities,Telecommunications Equipment,Nasdaq
SPPI,"Spectrum Pharmaceuticals, Inc.",22.38,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SPR,"Spirit Aerosystems Holdings, Inc.",100.52,2006,USA,Capital Goods,Military/Government/Technical,NYSE
SPRO,"Spero Therapeutics, Inc.",12.1,2017,USA,Health Care,Major Pharmaceuticals,Nasdaq
SPRT,"support.com, Inc.",2.8,2000,USA,Technology,EDP Services,Nasdaq
SPSC,"SPS Commerce, Inc.",52.12,2010,USA,Technology,Computer Software,Nasdaq
SPTN,SpartanNash Company,25.4,N/A,USA,Consumer Non-Durables,Food Distributors,Nasdaq
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.11,2014,USA,Consumer Services,Other Specialty Stores,Nasdaq
SPWR,SunPower Corporation,7.93,2005,USA,Technology,Semiconductors,Nasdaq
SPXC,SPX Corporation,32.51,N/A,USA,Technology,Industrial Machinery/Components,NYSE
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,18.38,N/A,USA,N/A,N/A,NYSE
SQ,"Square, Inc.",45.12,2015,USA,Technology,Computer Software,NYSE
SQBG,"Sequential Brands Group, Inc.",1.93,N/A,USA,Consumer Non-Durables,Apparel,Nasdaq
SQLV,Legg Mason Small-Cap Quality Value ETF,28.02,N/A,USA,N/A,N/A,Nasdaq
SQM,Sociedad Quimica y Minera S.A.,57,1993,Chile,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SQNS,Sequans Communications S.A.,1.84,2011,France,Technology,Semiconductors,NYSE
SQQQ,ProShares UltraPro Short QQQ,17,N/A,USA,N/A,N/A,Nasdaq
SQZZ,Active Alts Contrarian ETF,26.475,N/A,USA,N/A,N/A,Nasdaq
SR,Spire Inc.,69.9,N/A,USA,Public Utilities,Oil/Gas Transmission,NYSE
SRAX,"Social Reality, Inc.",5.23,N/A,USA,Technology,Advertising,Nasdaq
SRC,"Spirit Realty Capital, Inc.",8.56,2013,USA,Consumer Services,Building operators,NYSE
SRC^A,"Spirit Realty Capital, Inc.",24.63,N/A,USA,N/A,N/A,NYSE
SRCE,1st Source Corporation,52.52,N/A,USA,Finance,Major Banks,Nasdaq
SRCI,SRC Energy Inc.,9.57,N/A,USA,Energy,Oil & Gas Production,AMEX
SRCL,"Stericycle, Inc.",70.48,1996,USA,Basic Industries,Environmental Services,Nasdaq
SRCLP,"Stericycle, Inc.",55.24,N/A,USA,Basic Industries,Environmental Services,Nasdaq
SRDX,"Surmodics, Inc.",29.5,1998,USA,Health Care,Medical/Dental Instruments,Nasdaq
SRE,Sempra Energy,106.4,N/A,USA,Public Utilities,Natural Gas Distribution,NYSE
SRE^A,Sempra Energy,99.8734,N/A,USA,Public Utilities,Natural Gas Distribution,NYSE
SRET,Global X SuperDividend REIT ETF,15.37,N/A,USA,N/A,N/A,Nasdaq
SREV,"ServiceSource International, Inc.",3.55,2011,USA,Miscellaneous,Business Services,Nasdaq
SRF,Cushing Energy Income Fund (The),9.8265,2012,USA,N/A,N/A,NYSE
SRG,Seritage Growth Properties,41.02,2015,USA,Finance,Real Estate,NYSE
SRG^A,Seritage Growth Properties,23.9,N/A,USA,N/A,N/A,NYSE
SRI,"Stoneridge, Inc.",24.59,1997,USA,Capital Goods,Auto Parts:O.E.M.,NYSE
SRLP,Sprague Resources LP,25.85,2013,n/a,Energy,Oil Refining/Marketing,NYSE
SRNE,"Sorrento Therapeutics, Inc.",7.7,N/A,USA,Health Care,Biotechnology,Nasdaq
SRPT,"Sarepta Therapeutics, Inc.",67.61,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SRRA,"Sierra Oncology, Inc.",3.25,2015,Canada,Health Care,Major Pharmaceuticals,Nasdaq
SRT,"StarTek, Inc.",13.1,1997,USA,Technology,Professional Services,NYSE
SRTS,"Sensus Healthcare, Inc.",5.55,2016,USA,Health Care,Medical/Dental Instruments,Nasdaq
SRTSW,"Sensus Healthcare, Inc.",0.69,2016,USA,Health Care,Medical/Dental Instruments,Nasdaq
SRUN,Silver Run Acquisition Corporation II,10.55,2017,USA,Finance,Business Services,Nasdaq
SRUNU,Silver Run Acquisition Corporation II,11.32,2017,USA,Finance,Business Services,Nasdaq
SRUNW,Silver Run Acquisition Corporation II,2.35,2017,USA,Finance,Business Services,Nasdaq
SRV,The Cushing MLP Total Return Fund,12.77,N/A,USA,N/A,N/A,NYSE
SSB,South State Corporation,88.2,N/A,USA,Finance,Major Banks,Nasdaq
SSBI,Summit State Bank,12.9,2006,USA,N/A,N/A,Nasdaq
SSC,"Seven Stars Cloud Group, Inc.",4.13,N/A,USA,Consumer Services,Television Services,Nasdaq
SSD,"Simpson Manufacturing Company, Inc.",60.43,N/A,USA,Capital Goods,Industrial Machinery/Components,NYSE
SSFN,Stewardship Financial Corp,11.65,N/A,USA,Finance,Major Banks,Nasdaq
SSI,"Stage Stores, Inc.",1.74,N/A,USA,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
SSKN,"Strata Skin Sciences, Inc.",1.41,N/A,USA,Health Care,Medical/Dental Instruments,Nasdaq
SSL,Sasol Ltd.,38.21,N/A,South Africa,Energy,Oil & Gas Production,NYSE
SSNC,"SS&C Technologies Holdings, Inc.",50.51,2010,USA,Technology,Computer Software,Nasdaq
SSNT,"SilverSun Technologies, Inc.",4.048,N/A,USA,Miscellaneous,Business Services,Nasdaq
SSP,E.W. Scripps Company (The),16.36,N/A,USA,Consumer Services,Broadcasting,NYSE
SSRM,SSR Mining Inc.,8.99,N/A,Canada,Basic Industries,Precious Metals,Nasdaq
SSTI,"ShotSpotter, Inc.",17.02,2017,USA,Technology,Computer Software,Nasdaq
SSTK,"Shutterstock, Inc.",47.62,2012,USA,Technology,EDP Services,NYSE
SSW,Seaspan Corporation,7.7,2005,Hong Kong,Transportation,Marine Transportation,NYSE
SSW^D,Seaspan Corporation,24.85,N/A,Hong Kong,N/A,N/A,NYSE
SSW^E,Seaspan Corporation,25.13,N/A,Hong Kong,N/A,N/A,NYSE
SSW^G,Seaspan Corporation,24.95,N/A,Hong Kong,N/A,N/A,NYSE
SSW^H,Seaspan Corporation,24.42,N/A,Hong Kong,N/A,N/A,NYSE
SSWA,Seaspan Corporation,23.93,2017,Hong Kong,Transportation,Marine Transportation,NYSE
SSWN,Seaspan Corporation,25.47,2014,Hong Kong,Transportation,Marine Transportation,NYSE
SSY,"SunLink Health Systems, Inc.",1.4901,N/A,USA,Health Care,Hospital/Nursing Management,AMEX
SSYS,"Stratasys, Ltd.",22.38,1994,USA,Technology,Computer peripheral equipment,Nasdaq
ST,Sensata Technologies Holding N.V.,55.63,2010,Netherlands,Capital Goods,Industrial Machinery/Components,NYSE
STAA,STAAR Surgical Company,15.8,N/A,USA,Health Care,Ophthalmic Goods,Nasdaq
STAF,"Staffing 360 Solutions, Inc.",3.25,1996,USA,Technology,Professional Services,Nasdaq
STAG,"Stag Industrial, Inc.",25.94,2011,USA,Consumer Services,Real Estate Investment Trusts,NYSE
STAG^B,"Stag Industrial, Inc.",25.2551,N/A,USA,N/A,N/A,NYSE
STAG^C,"Stag Industrial, Inc.",26.2544,N/A,USA,N/A,N/A,NYSE
STAR          ,iStar Financial Inc.,11.21,N/A,USA,Consumer Services,Real Estate Investment Trusts,NYSE
STAR^D,iStar Financial Inc.,25.26,N/A,USA,N/A,N/A,NYSE
STAR^G,iStar Financial Inc.,25.2304,N/A,USA,N/A,N/A,NYSE
STAR^I,iStar Financial Inc.,25.1038,N/A,USA,N/A,N/A,NYSE
STAY,"Extended Stay America, Inc.",20.6,2013,USA,Consumer Services,Hotels/Resorts,NYSE
STB,Student Transportation Inc,6.12,N/A,Canada,Transportation,Other Transportation,Nasdaq
STBA,"S&T Bancorp, Inc.",40.73,N/A,USA,Finance,Major Banks,Nasdaq
STBZ,State Bank Financial Corporation.,29.92,N/A,USA,Finance,Major Banks,Nasdaq
STC,Stewart Information Services Corporation,46.05,N/A,USA,Finance,Specialty Insurers,NYSE
STDY,SteadyMed Ltd.,3.3,2015,Israel,Health Care,Major Pharmaceuticals,Nasdaq
STE,STERIS plc,91.85,N/A,USA,Health Care,Industrial Specialties,NYSE
STFC,State Auto Financial Corporation,29.79,1991,USA,Finance,Property-Casualty Insurers,Nasdaq
STI,"SunTrust Banks, Inc.",70.6,N/A,USA,Finance,Major Banks,NYSE
STI.WS.A,"SunTrust Banks, Inc.",N/A,N/A,n/a,N/A,N/A,NYSE
STI.WS.B,"SunTrust Banks, Inc.",N/A,N/A,USA,N/A,N/A,NYSE
STI^A,"SunTrust Banks, Inc.",24.32,N/A,USA,N/A,N/A,NYSE
STI^E,"SunTrust Banks, Inc.",25.16,N/A,USA,N/A,N/A,NYSE
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",22.64,2009,USA,N/A,N/A,NYSE
STKL,"SunOpta, Inc.",7.85,N/A,Canada,Consumer Services,Farming/Seeds/Milling,Nasdaq
STKS,"The ONE Group Hospitality, Inc.",2.28,N/A,USA,Consumer Services,Restaurants,Nasdaq
STL,Sterling Bancorp,25.55,N/A,USA,Finance,Major Banks,NYSE
STL^A,Sterling Bancorp,26.23,N/A,USA,Finance,Major Banks,NYSE
STLD,"Steel Dynamics, Inc.",46.35,1996,USA,Basic Industries,Steel/Iron Ore,Nasdaq
STLR,Stellar Acquisition III Inc.,10.25,2016,Greece,Finance,Business Services,Nasdaq
STLRU,Stellar Acquisition III Inc.,10.53,2016,Greece,Finance,Business Services,Nasdaq
STLRW,Stellar Acquisition III Inc.,0.46,2016,Greece,Finance,Business Services,Nasdaq
STLY,"Stanley Furniture Company, Inc.",0.68,N/A,USA,Consumer Durables,Home Furnishings,Nasdaq
STM,STMicroelectronics N.V.,22.91,N/A,Switzerland,Technology,Semiconductors,NYSE
STML,"Stemline Therapeutics, Inc.",15.6,2013,USA,Health Care,Major Pharmaceuticals,Nasdaq
STMP,Stamps.com Inc.,204.2,1999,USA,Miscellaneous,Business Services,Nasdaq
STN,Stantec Inc,28.4,N/A,Canada,Consumer Services,Military/Government/Technical,NYSE
STNG,Scorpio Tankers Inc.,2.98,2010,Monaco,Transportation,Marine Transportation,NYSE
STNL,Sentinel Energy Services Inc.,9.7,2017,USA,Finance,Business Services,Nasdaq
STNLU,Sentinel Energy Services Inc.,9.99,2017,USA,Finance,Business Services,Nasdaq
STNLW,Sentinel Energy Services Inc.,0.79,2017,USA,Finance,Business Services,Nasdaq
STO,Statoil ASA,24.26,N/A,Norway,Energy,Integrated oil Companies,NYSE
STON,StoneMor Partners L.P.,5.41,2004,USA,Consumer Services,Other Consumer Services,NYSE
STOR,STORE Capital Corporation,24.8,2014,USA,Consumer Services,Real Estate Investment Trusts,NYSE
STPP,iPath US Treasury Steepener ETN,31.32,N/A,United Kingdom,Finance,Commercial Banks,Nasdaq
STRA,"Strayer Education, Inc.",93.54,1996,USA,Consumer Services,Other Consumer Services,Nasdaq
STRL,Sterling Construction Company Inc,14.51,N/A,USA,Basic Industries,Military/Government/Technical,Nasdaq
STRM,"Streamline Health Solutions, Inc.",1.83,N/A,USA,Technology,EDP Services,Nasdaq
STRP,Straight Path Communications Inc.,183.24,2013,USA,Public Utilities,Telecommunications Equipment,AMEX
STRS,Stratus Properties Inc.,30.5,N/A,USA,Consumer Services,Homebuilding,Nasdaq
STRT,Strattec Security Corporation,42.8,N/A,USA,Capital Goods,Auto Parts:O.E.M.,Nasdaq
STT,State Street Corporation,110.33,N/A,USA,Finance,Major Banks,NYSE
STT^C,State Street Corporation,25.02,N/A,USA,N/A,N/A,NYSE
STT^D,State Street Corporation,26.94,N/A,USA,N/A,N/A,NYSE
STT^E,State Street Corporation,26.12,N/A,USA,N/A,N/A,NYSE
STT^G,State Street Corporation,26.63,N/A,USA,N/A,N/A,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",20.99,2009,USA,Consumer Services,Real Estate Investment Trusts,NYSE
STX,Seagate Technology PLC,53.17,2002,Ireland,Technology,Electronic Components,Nasdaq
STZ,Constellation Brands Inc,221.31,N/A,USA,Consumer Non-Durables,Beverages (Production/Distribution),NYSE
STZ.B,Constellation Brands Inc,N/A,N/A,n/a,N/A,N/A,NYSE
SU,Suncor Energy  Inc.,37.03,N/A,Canada,Energy,Integrated oil Companies,NYSE
SUI,"Sun Communities, Inc.",90.79,1993,USA,Consumer Services,Real Estate Investment Trusts,NYSE
SUM,"Summit Materials, Inc.",33.34,2015,USA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SUMR,"Summer Infant, Inc.",1.3406,N/A,USA,Consumer Durables,Miscellaneous manufacturing industries,Nasdaq
SUN,Sunoco LP,32,2012,USA,Energy,Oil Refining/Marketing,NYSE
SUNS,Solar Senior Capital Ltd.,17.7,N/A,USA,N/A,N/A,Nasdaq
SUNW,"Sunworks, Inc.",1.16,N/A,USA,Public Utilities,Telecommunications Equipment,Nasdaq
SUP,"Superior Industries International, Inc.",17.45,N/A,USA,Capital Goods,Auto Parts:O.E.M.,NYSE
SUPN,"Supernus Pharmaceuticals, Inc.",43,2012,USA,Health Care,Major Pharmaceuticals,Nasdaq
SUPV,Grupo Supervielle S.A.,32.77,2016,n/a,Finance,Commercial Banks,NYSE
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.83,N/A,USA,N/A,N/A,Nasdaq
SUSC,iShares ESG USD Corporate Bond ETF,25.32,N/A,USA,N/A,N/A,Nasdaq
SVA,"Sinovac Biotech, Ltd.",8.28,N/A,China,Health Care,Major Pharmaceuticals,Nasdaq
SVBI,Severn Bancorp Inc,7.95,N/A,USA,Finance,Major Banks,Nasdaq
SVM,Silvercorp Metals Inc.,2.73,N/A,n/a,Basic Industries,Precious Metals,AMEX
SVRA,"Savara, Inc.",12.63,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
SVT,"Servotronics, Inc.",10.56,N/A,USA,Capital Goods,Industrial Machinery/Components,AMEX
SVU,SuperValu Inc.,16.56,N/A,USA,Consumer Non-Durables,Food Distributors,NYSE
SVVC,"Firsthand Technology Value Fund, Inc.",10.55,N/A,USA,N/A,N/A,Nasdaq
SWCH,"Switch, Inc.",16.5,2017,n/a,Technology,Computer Software,NYSE
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,30.9498,N/A,USA,N/A,N/A,Nasdaq
SWIR,"Sierra Wireless, Inc.",19.55,N/A,Canada,Technology,Radio & TV Broadcasting And Comm. Equipment,Nasdaq
SWJ,"Stanley Black & Decker, Inc.",25.1837,N/A,USA,Capital Goods,Industrial Machinery/Components,NYSE
SWK,"Stanley Black & Decker, Inc.",169.16,N/A,USA,Capital Goods,Industrial Machinery/Components,NYSE
SWKS,"Skyworks Solutions, Inc.",95.05,N/A,USA,Technology,Semiconductors,Nasdaq
SWM,"Schweitzer-Mauduit International, Inc.",46.56,N/A,USA,Basic Industries,Paper,NYSE
SWN,Southwestern Energy Company,5.04,N/A,USA,Energy,Oil & Gas Production,NYSE
SWP,"Stanley Black & Decker, Inc.",122.1016,N/A,USA,Capital Goods,Industrial Machinery/Components,NYSE
SWX,"Southwest Gas Holdings, Inc.",75.77,N/A,USA,Public Utilities,Oil & Gas Production,NYSE
SWZ,"Swiss Helvetia Fund, Inc. (The)",13.56,N/A,USA,N/A,N/A,NYSE
SXC,"SunCoke Energy, Inc.",12.51,2011,USA,Basic Industries,Steel/Iron Ore,NYSE
SXCP,"SunCoke Energy Partners, L.P.",21.6,2013,USA,Basic Industries,Steel/Iron Ore,NYSE
SXE,"Southcross Energy Partners, L.P.",2.16,2012,USA,Public Utilities,Natural Gas Distribution,NYSE
SXI,Standex International Corporation,101.35,N/A,USA,Technology,Industrial Machinery/Components,NYSE
SXT,Sensient Technologies Corporation,74.51,N/A,USA,Basic Industries,Major Chemicals,NYSE
SYBT,"Stock Yards Bancorp, Inc.",36,N/A,USA,Finance,Major Banks,Nasdaq
SYBX,"Synlogic, Inc.",9.67,2015,USA,N/A,N/A,Nasdaq
SYF,Synchrony Financial,39.58,2014,USA,Finance,Finance: Consumer Services,NYSE
SYK,Stryker Corporation,165.55,N/A,USA,Health Care,Medical/Dental Instruments,NYSE
SYKE,"Sykes Enterprises, Incorporated",31.43,1996,USA,Technology,EDP Services,Nasdaq
SYMC,Symantec Corporation,27.15,1989,USA,Technology,Computer Software,Nasdaq
SYN,"Synthetic Biologics, Inc",0.5289,N/A,USA,Health Care,Major Pharmaceuticals,AMEX
SYNA,Synaptics Incorporated,43.97,2002,USA,Technology,Semiconductors,Nasdaq
SYNC,"Synacor, Inc.",1.95,2012,USA,Technology,Computer Software,Nasdaq
SYNH,"Syneos Health, Inc.",40.75,2014,USA,Health Care,Biotechnology,Nasdaq
SYNL,Synalloy Corporation,13.9,N/A,USA,Basic Industries,Steel/Iron Ore,Nasdaq
SYNT,"Syntel, Inc.",23.54,1997,USA,Technology,EDP Services,Nasdaq
SYPR,"Sypris Solutions, Inc.",1.3901,N/A,USA,Capital Goods,Industrial Machinery/Components,Nasdaq
SYRS,"Syros Pharmaceuticals, Inc.",11,2016,USA,Health Care,Major Pharmaceuticals,Nasdaq
SYX,Systemax Inc.,31.37,N/A,USA,Consumer Services,Catalog/Specialty Distribution,NYSE
SYY,Sysco Corporation,63.99,N/A,USA,Consumer Non-Durables,Food Distributors,NYSE
SZC,Cushing Renaissance Fund (The),20.42,2012,n/a,N/A,N/A,NYSE
T,AT&T Inc.,37.45,N/A,USA,Public Utilities,Telecommunications Equipment,NYSE
TA,TravelCenters of America LLC,4.9,N/A,USA,Consumer Durables,Automotive Aftermarket,Nasdaq
TAC,TransAlta Corporation,5.6,N/A,Canada,Public Utilities,Electric Utilities: Central,NYSE
TACO,"Del Taco Restaurants, Inc.",13.01,2014,USA,Consumer Services,Restaurants,Nasdaq
TACOW,"Del Taco Restaurants, Inc.",3.4618,2014,USA,Consumer Services,Restaurants,Nasdaq
TACT,TransAct Technologies Incorporated,14.65,1996,USA,Technology,Computer peripheral equipment,Nasdaq
TAHO,"Tahoe Resources, Inc.",4.51,N/A,USA,Basic Industries,Precious Metals,NYSE
TAIT,Taitron Components Incorporated,1.6301,1995,USA,Consumer Non-Durables,Electronic Components,Nasdaq
TAL,TAL Education Group,33.56,N/A,China,Consumer Services,Other Consumer Services,NYSE
TANH,Tantech Holdings Ltd.,2.58,2015,China,Basic Industries,Major Chemicals,Nasdaq
TANNI,TravelCenters of America LLC,24.97,N/A,USA,Consumer Durables,Automotive Aftermarket,Nasdaq
TANNL,TravelCenters of America LLC,24.88,N/A,USA,Consumer Durables,Automotive Aftermarket,Nasdaq
TANNZ,TravelCenters of America LLC,24.75,N/A,USA,Consumer Durables,Automotive Aftermarket,Nasdaq
